height_in_a,weight_lb_a,reach_in_a,age_a,slpm_a,str_acc_dec_a,sapm_a,str_def_dec_a,td_avg_a,td_acc_dec_a,td_def_dec_a,sub_avg_a,height_in_b,weight_lb_b,reach_in_b,age_b,slpm_b,str_acc_dec_b,sapm_b,str_def_dec_b,td_avg_b,td_acc_dec_b,td_def_dec_b,sub_avg_b,hist_fights_a,hist_wins_a,hist_losses_a,hist_win_rate_a,hist_strike_acc_a,hist_td_acc_a,hist_sub_avg_a,hist_ctrl_avg_a,hist_finish_rate_a,hist_fights_b,hist_wins_b,hist_losses_b,hist_win_rate_b,hist_strike_acc_b,hist_td_acc_b,hist_sub_avg_b,hist_ctrl_avg_b,hist_finish_rate_b,height_in_diff,weight_lb_diff,reach_in_diff,age_diff,slpm_diff,str_acc_dec_diff,sapm_diff,str_def_dec_diff,td_avg_diff,td_acc_dec_diff,td_def_dec_diff,sub_avg_diff,hist_fights_diff,hist_wins_diff,hist_losses_diff,hist_win_rate_diff,hist_strike_acc_diff,hist_td_acc_diff,hist_sub_avg_diff,hist_ctrl_avg_diff,hist_finish_rate_diff,stance_a_Orthodox,stance_a_Sideways,stance_a_Southpaw,stance_a_Switch,stance_a_Unknown,stance_b_Orthodox,stance_b_Sideways,stance_b_Southpaw,stance_b_Switch,stance_b_Unknown,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Other,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,target
71.0,155.0,69.0,34.0,6.91,0.48,4.61,0.58,0.23,0.53,0.81,0.3,73.0,145.0,73.0,41.0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,10,7,3,0.7,0.41650746686264856,0.0,0.2,26.7,0.7142857142857143,16,10,6,0.625,0.3324087359019706,0.30625,1.4375,99.625,0.8,-2.0,10.0,-4.0,-7.0,3.91,0.14999999999999997,0.7300000000000004,-0.010000000000000009,-0.37,0.17000000000000004,0.43000000000000005,-1.5,-6,-3,-3,0.07499999999999996,0.08409873096067794,-0.30625,-1.2375,-72.925,-0.08571428571428574,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.0,247.0,75.0,48.0,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,75.0,260.0,79.0,41.0,2.46,0.49,2.57,0.39,0.55,0.26,0.52,0.0,2,0,2,0.0,0.1724137931034483,0.0,1.0,3.5,0.5714285714285714,3,2,1,0.6666666666666666,0.7299382716049383,0.75,0.0,67.0,1.0,-1.0,-13.0,-4.0,7.0,-1.6099999999999999,-0.12,3.35,-0.17,0.19999999999999996,-0.1,-0.19,2.3,-1,-2,1,-0.6666666666666666,-0.55752447850149,-0.75,1.0,-63.5,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75.0,170.0,80.0,38.0,3.4,0.46,2.44,0.51,2.17,0.39,0.55,0.3,70.0,170.0,71.0,44.0,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,8,6,2,0.75,0.4308264268668741,0.5791383219954648,0.0,175.0,0.3333333333333333,2,2,0,1.0,0.44565217391304346,0.21666666666666667,0.5,238.5,0.5,5.0,0.0,9.0,-6.0,1.5299999999999998,0.020000000000000018,-1.48,0.10000000000000003,0.5799999999999998,0.19,0.27,0.0,6,4,2,-0.25,-0.014825747046169346,0.3624716553287981,-0.5,-63.5,-0.16666666666666669,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70.0,145.0,70.0,39.0,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,70.0,145.0,71.0,37.0,2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,0.0,0.0,-1.0,2.0,-0.010000000000000231,-0.04999999999999999,0.77,-0.1499999999999999,-1.53,0.11000000000000001,0.18999999999999995,0.0,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69.0,145.0,71.0,39.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,71.0,145.0,72.0,40.0,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,1,1,0,1.0,0.3870967741935484,0.4,0.0,385.0,0.0,3,2,1,0.6666666666666666,0.2554862348979996,0.5238095238095238,2.6666666666666665,255.66666666666666,0.5,-2.0,0.0,-1.0,-1.0,0.8900000000000001,0.0,1.17,0.07000000000000006,0.5199999999999998,0.06999999999999995,0.41000000000000003,-1.9999999999999998,-2,-1,-1,0.33333333333333337,0.13161053929554878,-0.12380952380952381,-2.6666666666666665,129.33333333333334,-0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66.0,170.0,67.0,44.0,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,69.0,170.0,77.0,33.0,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,3,2,1,0.6666666666666666,0.4801463336694159,0.3297979797979798,0.0,366.0,0.0,3,2,1,0.6666666666666666,0.3971466707987745,0.3009259259259259,0.6666666666666666,400.0,0.0,-3.0,0.0,-10.0,11.0,-1.5,0.04999999999999999,-1.0900000000000003,0.06999999999999995,0.7599999999999998,-0.07,-0.28,-0.20000000000000007,0,0,0,0.0,0.08299966287064137,0.028872053872053938,-0.6666666666666666,-34.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69.0,155.0,71.0,40.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,67.0,155.0,71.0,35.0,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,8,3,5,0.375,0.3773017705765103,0.3125,0.875,147.5,0.3333333333333333,1,0,1,0.0,0.35714285714285715,0.3333333333333333,2.0,222.0,0.5714285714285714,2.0,0.0,0.0,5.0,1.63,0.10999999999999999,-3.2,0.31,-1.35,0.040000000000000036,0.66,-0.5,7,3,4,0.375,0.02015891343365317,-0.020833333333333315,-1.125,-74.5,-0.23809523809523808,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67.0,125.0,68.0,45.0,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,64.0,135.0,63.0,32.0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,1,1,0,1.0,0.5882352941176471,0.4,1.0,374.0,0.0,2,1,1,0.5,0.5555555555555556,0.8125,2.0,232.0,1.0,3.0,-10.0,5.0,13.0,0.8799999999999999,-0.09000000000000002,0.7100000000000002,0.0,-2.85,-0.32,0.07,-0.7,-1,0,-1,0.5,0.0326797385620915,-0.4125,-1.0,142.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71.0,185.0,75.0,37.0,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,72.0,185.0,70.0,48.0,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,1,1,0,1.0,0.4583333333333333,0.7142857142857143,3.0,663.0,0.0,1,1,0,1.0,0.5208333333333334,0.5,1.0,50.0,1.0,-1.0,0.0,5.0,-11.0,-1.5900000000000003,-0.19,-1.8099999999999996,0.030000000000000027,1.14,0.2,0.21999999999999997,1.2,0,0,0,0.0,-0.06250000000000006,0.2142857142857143,2.0,613.0,-1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70.0,155.0,73.0,35.0,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0,70.0,170.0,71.0,37.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.5223880597014925,0.45454545454545453,0.0,304.0,0.5714285714285714,0.0,-15.0,2.0,-2.0,-0.9800000000000002,-0.22999999999999998,-1.06,0.10999999999999999,2.82,0.3,-0.79,-0.2,-1,0,-1,0.6428571428571429,-0.05069576194259817,-0.005498697677842057,0.2857142857142857,-187.5,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74.0,185.0,76.0,40.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,71.0,185.0,74.0,55.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,4,2,2,0.5,0.4894828360752238,0.0,0.5,53.75,0.5,13,7,6,0.5384615384615384,0.46956542180811367,0.4398148148148148,0.38461538461538464,126.3076923076923,0.2857142857142857,3.0,0.0,2.0,-15.0,1.31,0.030000000000000027,-1.4900000000000002,0.17000000000000004,0.07000000000000006,0.07999999999999996,0.020000000000000018,0.8,-9,-5,-4,-0.038461538461538436,0.019917414267110134,-0.4398148148148148,0.11538461538461536,-72.5576923076923,0.2142857142857143,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
64.0,125.0,64.0,42.0,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,67.0,125.0,66.0,39.0,3.37,0.44,2.65,0.57,3.71,0.47,0.59,1.1,3,2,1,0.6666666666666666,0.39948600335073764,0.4390756302521009,0.3333333333333333,245.33333333333334,0.0,5,2,3,0.4,0.5037104943610172,0.6,1.4,223.6,0.0,-3.0,0.0,-2.0,3.0,-1.4300000000000002,-0.010000000000000009,-0.4099999999999997,0.050000000000000044,0.0,-0.16999999999999998,-0.029999999999999916,-0.8,-2,0,-2,0.2666666666666666,-0.10422449101027959,-0.1609243697478991,-1.0666666666666667,21.73333333333335,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
77.0,205.0,79.0,39.0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,74.0,205.0,78.0,42.0,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,10,8,2,0.8,0.3659461742015754,0.47023809523809523,0.5,91.4,0.75,13,9,4,0.6923076923076923,0.4709183235735399,0.48333333333333334,0.38461538461538464,161.3846153846154,0.7777777777777778,3.0,0.0,1.0,-3.0,0.7800000000000002,-0.06999999999999995,1.6999999999999997,-0.08999999999999997,-0.9000000000000001,-0.17999999999999994,0.05999999999999994,-0.19999999999999996,-3,-1,-2,0.10769230769230775,-0.10497214937196453,-0.013095238095238104,0.11538461538461536,-69.98461538461538,-0.02777777777777779,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74.0,205.0,74.0,42.0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,74.0,205.0,79.0,41.0,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,15,11,4,0.7333333333333333,0.409035398221473,0.4420634920634921,0.3333333333333333,253.2,0.36363636363636365,11,9,2,0.8181818181818182,0.4202779935082354,0.43810835629017447,0.5454545454545454,302.0,0.3333333333333333,0.0,0.0,-5.0,1.0,-0.03000000000000025,0.08999999999999997,0.05999999999999983,-0.010000000000000009,0.3799999999999999,0.06,0.08000000000000007,-0.19999999999999996,4,2,2,-0.08484848484848495,-0.011242595286762413,0.003955135773317631,-0.2121212121212121,-48.80000000000001,0.03030303030303033,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68.0,145.0,69.0,37.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,70.0,145.0,72.0,37.0,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,5,1,4,0.2,0.45698251714478894,0.4248484848484848,0.0,443.4,0.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,0.0,-3.0,0.0,0.9100000000000001,0.0,-0.75,0.03999999999999998,-2.52,-0.16999999999999998,0.22999999999999998,-1.1,5,1,4,-0.4666666666666666,-0.01616668170750135,-0.02969696969696972,-0.2857142857142857,327.2888888888889,-0.5714285714285714,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72.0,170.0,75.0,39.0,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,71.0,170.0,73.0,34.0,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,4,3,1,0.75,0.41671528815036096,0.43333333333333335,0.25,310.75,0.3333333333333333,3,2,1,0.6666666666666666,0.35658394813324384,1.0,0.0,45.666666666666664,1.0,1.0,0.0,2.0,5.0,-0.19999999999999973,-0.07,0.45999999999999996,-0.010000000000000009,0.96,-0.010000000000000009,0.06999999999999995,0.2,1,1,0,0.08333333333333337,0.06013134001711712,-0.5666666666666667,0.25,265.0833333333333,-0.6666666666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68.0,145.0,68.0,43.0,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,68.0,145.0,67.0,40.0,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,4,2,2,0.5,0.44623930277240154,0.16666666666666666,0.0,73.0,0.0,7,3,4,0.42857142857142855,0.4209671926143192,0.5535714285714286,0.2857142857142857,130.0,0.6666666666666666,0.0,0.0,1.0,3.0,0.79,0.12,1.3600000000000003,-0.08999999999999997,-0.75,-0.14999999999999997,0.16000000000000003,-0.9,-3,-1,-2,0.07142857142857145,0.02527211015808234,-0.386904761904762,-0.2857142857142857,-57.0,-0.6666666666666666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71.0,205.0,71.0,44.0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,75.0,205.0,77.0,34.0,4.36,0.54,2.59,0.47,2.05,0.37,0.53,1.2,2,1,1,0.5,0.5343137254901961,0.4166666666666667,0.0,82.0,1.0,4,2,2,0.5,0.5498161764705882,0.0,0.5,63.5,1.0,-4.0,0.0,-6.0,10.0,-1.0300000000000002,-0.11000000000000004,2.8,-0.03999999999999998,0.7200000000000002,0.03999999999999998,-0.53,-1.2,-2,-1,-1,0.0,-0.015502450980392157,0.4166666666666667,-0.5,18.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69.0,155.0,71.0,38.0,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,69.0,155.0,73.0,37.0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,3,2,1,0.6666666666666666,0.5216748768472906,0.7142857142857143,0.0,105.33333333333333,0.5,0.0,0.0,-2.0,1.0,-0.79,-0.13,2.8700000000000006,-0.19,-1.34,-0.63,-0.48,0.0,-3,-2,-1,-0.023809523809523725,-0.04998257908839632,-0.26523895741810183,0.2857142857142857,11.166666666666671,0.0714285714285714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70.0,170.0,74.0,42.0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,71.0,170.0,74.0,41.0,1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,6,3,3,0.5,0.5718467153761271,0.49333333333333335,0.8333333333333334,205.83333333333334,0.6666666666666666,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,0.0,0.0,1.0,2.3100000000000005,0.019999999999999962,0.8199999999999998,-0.040000000000000036,-0.3899999999999999,-0.12,-0.43000000000000005,0.8,6,3,3,-0.16666666666666663,0.09869751652383679,0.038787878787878816,0.5476190476190477,89.72222222222223,0.09523809523809523,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70.0,145.0,71.0,39.0,0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0,68.0,145.0,70.0,35.0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.3,0.5,0.0,296.0,0.0,2.0,0.0,1.0,4.0,-1.7100000000000002,-0.06999999999999995,1.1900000000000002,-0.15999999999999998,-3.98,-0.52,-0.42000000000000004,-0.4,-1,-1,0,-0.3571428571428571,0.17169229775889433,-0.05095324313238753,0.2857142857142857,-179.5,0.5714285714285714,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71.0,155.0,70.0,41.0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,69.0,155.0,71.0,46.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,1,1,0,1.0,0.6071428571428571,1.0,0.0,221.0,0.0,11,7,4,0.6363636363636364,0.5047091777210482,0.3761707988980716,0.2727272727272727,322.72727272727275,0.2857142857142857,2.0,0.0,-1.0,-5.0,1.1300000000000003,0.020000000000000018,1.48,-0.14,-2.66,-0.09999999999999998,0.010000000000000009,0.0,-10,-6,-4,0.36363636363636365,0.10243367942180892,0.6238292011019284,-0.2727272727272727,-101.72727272727275,-0.2857142857142857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.0,145.0,73.0,37.0,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,73.0,155.0,73.0,42.0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,6,6,0,1.0,0.340488999328721,0.6333333333333333,0.3333333333333333,218.83333333333334,0.5,15,12,3,0.8,0.4813643216737814,0.4154761904761905,0.3333333333333333,68.13333333333334,0.6666666666666666,-3.0,-10.0,0.0,-5.0,-1.4700000000000002,-0.040000000000000036,-2.3200000000000003,0.13,1.0000000000000002,0.22000000000000003,-0.22999999999999998,-0.8999999999999999,-9,-6,-3,0.19999999999999996,-0.1408753223450604,0.2178571428571428,0.0,150.7,-0.16666666666666663,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67.0,125.0,69.0,40.0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,64.0,125.0,64.0,46.0,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,2,2,0,1.0,0.37680438028870084,0.75,0.5,164.5,0.5,2,1,1,0.5,0.4088430535798957,0.5,0.0,71.5,0.0,3.0,0.0,5.0,-6.0,-0.10999999999999988,-0.06,-0.6099999999999999,0.030000000000000027,0.8200000000000001,0.30999999999999994,0.25,-1.4000000000000001,0,1,-1,0.5,-0.032038673291194864,0.25,0.5,93.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63.0,125.0,63.0,41.0,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,64.0,125.0,63.0,35.0,3.77,0.47,2.13,0.63,1.61,0.4,0.61,0.1,3,1,2,0.3333333333333333,0.3527650510409131,0.5,0.3333333333333333,79.0,1.0,3,3,0,1.0,0.5877023677688129,0.6666666666666666,0.0,178.33333333333334,0.6666666666666666,-1.0,0.0,0.0,6.0,-1.4300000000000002,-0.09999999999999998,4.29,-0.15000000000000002,-1.04,0.0,-0.3,1.0,0,-2,2,-0.6666666666666667,-0.2349373167278998,-0.16666666666666663,0.3333333333333333,-99.33333333333334,0.33333333333333337,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75.0,240.0,77.0,35.0,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,71.0,230.0,78.0,43.0,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0,1,0,1,0.0,0.30952380952380953,0.1111111111111111,0.0,189.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,4.0,10.0,-1.0,-8.0,0.51,0.0,0.71,0.09000000000000008,3.29,0.28,0.30000000000000004,0.0,1,0,1,-0.6666666666666666,-0.16362538932848075,-0.3434343434343434,-0.2857142857142857,72.88888888888889,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76.0,248.0,84.0,38.0,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,71.0,235.0,72.0,46.0,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,14,14,0,1.0,0.5820109017119132,0.6300699300699301,0.7142857142857143,219.35714285714286,0.6428571428571429,4,4,0,1.0,0.556517454954955,0.5333333333333333,0.5,342.25,0.5,5.0,13.0,12.0,-8.0,0.1299999999999999,0.05999999999999994,-0.6799999999999997,0.09999999999999998,0.05999999999999983,0.010000000000000009,0.1499999999999999,0.09999999999999998,10,10,0,0.0,0.025493446756958194,0.09673659673659674,0.2142857142857143,-122.89285714285714,0.1428571428571429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64.0,135.0,71.0,40.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,68.0,135.0,65.0,34.0,2.79,0.4,3.66,0.58,0.85,0.22,0.81,0.0,6,4,2,0.6666666666666666,0.3303285073258952,1.0,0.0,15.166666666666666,0.25,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-4.0,0.0,6.0,6.0,1.1800000000000002,-0.050000000000000044,-0.020000000000000018,-0.019999999999999907,-0.2899999999999999,0.78,-0.010000000000000009,0.0,6,4,2,0.0,-0.1428206915263951,0.5454545454545454,-0.2857142857142857,-100.94444444444444,-0.3214285714285714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.0,185.0,74.0,46.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,73.0,185.0,74.0,38.0,3.41,0.43,3.32,0.54,0.7,0.26,0.8,0.0,17,11,6,0.6470588235294118,0.5312294916739174,0.7470238095238094,0.8235294117647058,198.7058823529412,0.6363636363636364,10,7,3,0.7,0.4324877274681215,0.22839506172839505,0.0,187.3,0.14285714285714285,-1.0,0.0,0.0,8.0,-0.7000000000000002,0.06,-1.0,0.010000000000000009,1.1700000000000002,0.25,-0.10000000000000009,0.8,7,4,3,-0.05294117647058816,0.09874176420579595,0.5186287477954143,0.8235294117647058,11.405882352941177,0.4935064935064935,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71.0,185.0,77.0,42.0,4.42,0.49,4.35,0.56,0.54,0.4,0.64,0.0,72.0,260.0,75.0,41.0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,7,4,3,0.5714285714285714,0.4838027392544474,0.4375,0.0,130.0,1.0,-1.0,-75.0,2.0,1.0,1.5499999999999998,-0.010000000000000009,1.0499999999999998,0.09000000000000008,-1.43,0.020000000000000018,-0.12,-0.1,-7,-4,-3,0.07142857142857151,-0.01211044149555307,0.011546756867612473,0.2857142857142857,-13.5,-0.4285714285714286,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72.0,185.0,73.0,38.0,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,73.0,170.0,74.0,42.0,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,2,1,1,0.5,0.5375,0.2,0.5,64.5,1.0,1,0,1,0.0,0.44642857142857145,0.45454545454545453,0.0,2.0,0.5714285714285714,-1.0,15.0,-1.0,-4.0,-0.020000000000000018,-0.04999999999999999,-2.7800000000000002,-0.07999999999999996,-1.29,-0.37999999999999995,0.21000000000000002,-2.0999999999999996,1,1,0,0.5,0.09107142857142853,-0.2545454545454545,0.5,62.5,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
74.0,185.0,79.0,36.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,74.0,205.0,76.0,45.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,1,1,0,1.0,0.2714285714285714,0.8333333333333334,1.0,509.0,0.0,3,2,1,0.6666666666666666,0.5037820061075875,0.396078431372549,0.3333333333333333,268.6666666666667,0.5,0.0,-20.0,3.0,-9.0,-2.3099999999999996,-0.08000000000000002,-1.21,-0.030000000000000027,-1.0700000000000003,-0.019999999999999962,0.25,0.7000000000000001,-2,-1,-1,0.33333333333333337,-0.2323534346790161,0.43725490196078437,0.6666666666666667,240.33333333333331,-0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66.0,135.0,68.0,48.0,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8,69.0,135.0,67.0,35.0,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.42857142857142855,1.0,0.0,655.0,0.5714285714285714,-3.0,0.0,1.0,13.0,1.87,0.13999999999999996,0.18999999999999995,-0.010000000000000009,-0.88,0.13,0.0,0.8,-1,0,-1,0.6428571428571429,0.04312086918746577,-0.5509532431323876,0.2857142857142857,-538.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65.0,135.0,65.0,41.0,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,66.0,145.0,70.0,39.0,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,5,4,1,0.8,0.42346475284998064,0.4666666666666667,1.6,103.2,0.75,8,7,1,0.875,0.386107009230269,0.3142857142857143,0.25,116.375,0.5714285714285714,-1.0,-10.0,-5.0,2.0,-1.02,0.10000000000000003,-1.69,0.040000000000000036,-0.33000000000000007,-0.15999999999999998,-0.26,1.4,-3,-3,0,-0.07499999999999996,0.037357743619711614,0.1523809523809524,1.35,-13.174999999999997,0.1785714285714286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,185.0,76.0,42.0,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,73.0,185.0,74.0,47.0,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,14,9,5,0.6428571428571429,0.47603386700961925,0.6156926406926406,0.6428571428571429,217.5,0.4444444444444444,18,13,5,0.7222222222222222,0.5387304936452941,0.6166666666666666,0.4444444444444444,136.33333333333334,0.46153846153846156,1.0,0.0,2.0,-5.0,0.06000000000000005,-0.06000000000000005,1.01,-0.06999999999999995,2.34,-0.10999999999999999,-0.13,0.7999999999999999,-4,-4,0,-0.0793650793650793,-0.06269662663567488,-0.0009740259740259605,0.19841269841269848,81.16666666666666,-0.017094017094017144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
