height_in_a,weight_lb_a,reach_in_a,age_a,slpm_a,str_acc_dec_a,sapm_a,str_def_dec_a,td_avg_a,td_acc_dec_a,td_def_dec_a,sub_avg_a,height_in_b,weight_lb_b,reach_in_b,age_b,slpm_b,str_acc_dec_b,sapm_b,str_def_dec_b,td_avg_b,td_acc_dec_b,td_def_dec_b,sub_avg_b,hist_fights_a,hist_wins_a,hist_losses_a,hist_win_rate_a,hist_strike_acc_a,hist_td_acc_a,hist_sub_avg_a,hist_ctrl_avg_a,hist_finish_rate_a,hist_fights_b,hist_wins_b,hist_losses_b,hist_win_rate_b,hist_strike_acc_b,hist_td_acc_b,hist_sub_avg_b,hist_ctrl_avg_b,hist_finish_rate_b,height_in_diff,weight_lb_diff,reach_in_diff,age_diff,slpm_diff,str_acc_dec_diff,sapm_diff,str_def_dec_diff,td_avg_diff,td_acc_dec_diff,td_def_dec_diff,sub_avg_diff,hist_fights_diff,hist_wins_diff,hist_losses_diff,hist_win_rate_diff,hist_strike_acc_diff,hist_td_acc_diff,hist_sub_avg_diff,hist_ctrl_avg_diff,hist_finish_rate_diff,stance_a_Orthodox,stance_a_Sideways,stance_a_Southpaw,stance_a_Switch,stance_a_Unknown,stance_b_Orthodox,stance_b_Sideways,stance_b_Southpaw,stance_b_Switch,stance_b_Unknown,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Other,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,target
74.0,245.0,78.0,57.0,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,74.0,221.0,78.0,64.0,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,5,3,2,0.6,0.7722285067873302,0.45454545454545453,0.6,6.8,0.6666666666666666,0.0,24.0,0.0,-7.0,1.61,0.23999999999999994,0.8500000000000001,-0.41,0.2799999999999999,0.0,-0.2,0.29999999999999993,-5,-3,-2,0.04285714285714293,-0.3005362090284359,-0.005498697677842057,-0.3142857142857143,109.7,-0.09523809523809523,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72.0,155.0,71.0,40.0,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0,67.0,145.0,70.0,51.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,1,1,0,1.0,0.32786885245901637,1.0,0.0,199.0,1.0,2,2,0,1.0,0.2761459724076546,1.0,1.0,222.0,0.5,5.0,10.0,1.0,-11.0,-2.12,-0.37,0.8700000000000001,0.09999999999999998,-0.22,-0.33,-0.63,-0.3,-1,-1,0,0.0,0.051722880051361775,0.0,-1.0,-23.0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73.0,185.0,74.0,50.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,68.0,185.0,75.0,59.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,5,3,2,0.6,0.6460986132511557,0.4642857142857143,0.8,36.0,1.0,3,2,1,0.6666666666666666,0.48868184955141475,0.0,0.6666666666666666,58.666666666666664,1.0,5.0,0.0,-1.0,-9.0,-1.0,0.06,-1.45,0.23000000000000004,-0.07999999999999985,-0.32999999999999996,0.12999999999999998,-1.1999999999999997,2,1,1,-0.06666666666666665,0.15741676369974095,0.4642857142857143,0.13333333333333341,-22.666666666666664,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69.0,205.0,75.0,52.0,0.9,0.47,0.4,0.42,3.0,0.5,0.0,4.5,74.0,205.0,75.0,49.0,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-5.0,0.0,0.0,3.0,-0.87,0.04999999999999999,-1.0499999999999998,-0.10000000000000003,2.65,-0.16000000000000003,-0.66,3.8,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
73.0,241.0,78.0,51.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,74.0,250.0,78.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0.8,0.3910278810883442,0.4490467568676125,0.0,1.6,0.75,12,9,3,0.75,0.573506764601329,0.6272727272727273,0.5,0.0,0.6666666666666666,-1.0,-9.0,0.0,-16.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,-7,-5,-2,0.050000000000000044,-0.1824788835129848,-0.17822597040511484,-0.5,1.6,0.08333333333333337,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
74.0,238.0,75.0,47.0,0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,71.0,183.0,75.0,50.0,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,55.0,0.0,-3.0,-0.9299999999999999,-0.16999999999999998,-0.6999999999999997,0.08999999999999997,-0.76,-0.41,-0.37,2.6,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71.0,170.0,68.0,51.0,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,68.0,170.0,74.0,41.0,0.5,0.55,0.2,0.33,3.0,1.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,0.0,-6.0,10.0,3.26,-0.10000000000000003,2.8299999999999996,0.24999999999999994,-2.3,-0.44999999999999996,0.55,2.4,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71.0,225.0,78.0,59.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,73.0,275.0,78.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.5,0.6153846153846154,1.0,0.5,60.0,1.0,1,1,0,1.0,0.47368421052631576,0.45454545454545453,0.0,40.0,1.0,-2.0,-50.0,0.0,3.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,1,0,1,-0.5,0.14170040485829966,0.5454545454545454,0.5,20.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,155.0,74.0,55.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,71.0,170.0,74.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.18181818181818182,0.08333333333333333,1.0,19.0,0.5714285714285714,3,3,0,1.0,0.5962962962962962,1.0,0.0,105.33333333333333,0.6666666666666666,-3.0,-15.0,0.0,3.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,-1,-3,2,-1.0,-0.4144781144781144,-0.9166666666666666,1.0,-86.33333333333333,-0.09523809523809523,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69.0,247.0,74.0,55.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,73.0,225.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.3870967741935484,0.45454545454545453,0.0,419.0,0.5714285714285714,-4.0,22.0,-4.0,-5.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,-1,0,-1,0.6428571428571429,0.08459552356534594,-0.005498697677842057,0.2857142857142857,-302.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75.0,205.0,74.0,51.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,71.0,205.0,74.0,49.0,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,5,3,2,0.6,0.5028635778635778,0.8292063492063491,0.0,190.0,1.0,2,1,1,0.5,0.640625,0.45454545454545453,0.0,0.0,1.0,4.0,0.0,0.0,2.0,-0.20000000000000018,0.06,0.69,0.0,1.5000000000000002,-0.18000000000000005,-0.07999999999999996,0.0,3,2,1,0.09999999999999998,-0.13776142213642217,0.37466089466089453,0.0,190.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68.0,185.0,75.0,59.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,69.0,200.0,75.0,54.0,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,2,2,0,1.0,0.33302277432712213,0.0,0.5,88.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,-15.0,0.0,5.0,1.49,-0.12,2.54,-0.2,0.30999999999999983,0.07999999999999996,-0.09,0.4999999999999998,2,2,0,0.33333333333333337,-0.14012642452516816,-0.45454545454545453,0.2142857142857143,-28.111111111111114,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74.0,183.0,75.0,59.0,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2,71.0,205.0,75.0,58.0,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,1.0,0.0,1.0,0.0,0.5714285714285714,3.0,-22.0,0.0,1.0,1.33,0.32,-1.23,0.35,2.46,0.33,0.54,1.2,-1,0,-1,0.6428571428571429,-0.5283077022411057,0.4490467568676125,-0.7142857142857143,116.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71.0,170.0,71.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,170.0,71.0,48.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,2,2,0,1.0,0.75,1.0,0.0,0.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,0.0,0.0,4.0,-1.43,-0.09,-17.86,-0.43,0.0,0.0,0.0,0.0,2,2,0,0.33333333333333337,0.2768508011477097,0.5454545454545454,-0.2857142857142857,-116.11111111111111,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
74.0,280.0,78.0,60.0,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,73.0,205.0,78.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.5,0.6041666666666666,1.0,0.0,14.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,1.0,75.0,0.0,3.0,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,2,1,1,-0.16666666666666663,0.13101746781437634,0.5454545454545454,-0.2857142857142857,-102.11111111111111,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
73.0,275.0,78.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,230.0,78.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.4731491988522903,0.45454545454545453,0.0,1.0,0.5714285714285714,2.0,45.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1,0.6428571428571429,-0.001456901093395968,-0.005498697677842057,0.2857142857142857,115.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
72.0,199.0,75.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,181.0,75.0,50.0,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9,1,1,0,1.0,1.0,0.5,0.0,33.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,18.0,0.0,-2.0,-0.88,-0.4,-1.66,-0.49,-1.82,-0.41,-0.05,-1.9,1,1,0,0.33333333333333337,0.5268508011477098,0.04545454545454547,-0.2857142857142857,-83.11111111111111,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67.0,200.0,75.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,185.0,75.0,55.0,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,15.0,0.0,-3.0,-1.21,-0.75,-6.44,-0.2,0.0,0.0,0.0,0.0,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70.0,205.0,78.0,54.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,75.0,235.0,78.0,50.0,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9,2,1,1,0.5,0.3374038139846102,1.0,0.0,0.0,0.0,4,3,1,0.75,0.42549158967069417,1.0,1.0,0.0,1.0,-5.0,-30.0,0.0,4.0,0.65,-0.07999999999999996,-1.65,0.16999999999999993,0.15999999999999992,0.16000000000000003,0.13999999999999999,-0.09999999999999998,-2,-2,0,-0.25,-0.08808777568608395,0.0,-1.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
69.0,170.0,71.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,170.0,71.0,49.0,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,0.0,0.0,-9.0,-2.78,-0.46,-2.94,-0.58,-0.41,-0.5,-0.61,0.0,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68.0,155.0,71.0,55.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,70.0,170.0,71.0,51.0,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,1,0,1,0.0,0.0,0.4490467568676125,2.0,0.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,-15.0,0.0,4.0,-0.1100000000000001,0.02999999999999997,0.5000000000000002,0.0,2.42,-0.09999999999999998,-0.06999999999999995,0.3999999999999999,1,0,1,-0.6666666666666666,-0.4731491988522903,-0.005498697677842057,1.7142857142857144,-116.11111111111111,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71.0,170.0,71.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,170.0,71.0,53.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,1.0,0.0,0.0,-13.0,-1.62,-0.36,-2.32,-0.47,-0.75,-0.66,-0.75,0.0,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67.0,145.0,70.0,51.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,65.0,145.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,2.0,0.0,-1.0,-8.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.0,225.0,78.0,59.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,72.0,225.0,78.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,0.0,0.0,17.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71.0,225.0,78.0,56.0,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,73.0,241.0,78.0,51.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,4,3,1,0.75,0.5562689969604864,0.23333333333333334,2.0,18.75,0.3333333333333333,3,3,0,1.0,0.48224691640890516,0.45454545454545453,0.0,0.0,0.6666666666666666,-2.0,-16.0,0.0,5.0,-0.050000000000000044,0.03999999999999998,1.3900000000000001,0.040000000000000036,1.06,-0.08000000000000002,-0.45,0.4,1,0,1,-0.25,0.07402208055158122,-0.2212121212121212,2.0,18.75,-0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70.0,205.0,78.0,54.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,73.0,241.0,78.0,51.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,3,2,1,0.6666666666666666,0.3024552558347014,0.8484848484848485,0.6666666666666666,353.0,0.0,4,4,0,1.0,0.4361532724130619,0.45454545454545453,0.0,2.0,0.75,-3.0,-36.0,0.0,3.0,-0.6699999999999999,0.2,-1.9,0.06999999999999995,1.74,0.28,-0.48000000000000004,0.8,-1,-2,1,-0.33333333333333337,-0.1336980165783605,0.393939393939394,0.6666666666666666,351.0,-0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
72.0,170.0,75.0,49.0,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,72.0,205.0,72.0,53.0,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,0.0,-35.0,3.0,-4.0,-3.7,-0.03999999999999998,-2.5,-0.26,-2.14,-0.25,-0.4,-1.8,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72.0,199.0,75.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,190.0,75.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,2,1,1,0.5,0.6,0.5,2.5,0.0,1.0,1.0,9.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-1,-1,0.1428571428571429,-0.12830770224110566,-0.05095324313238753,-2.2142857142857144,116.5,-0.4285714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
72.0,170.0,75.0,49.0,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,72.0,170.0,72.0,47.0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,1,1,0,1.0,0.25,0.4490467568676125,1.0,0.0,1.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,3.0,2.0,-0.19,0.16000000000000003,0.29000000000000004,-0.08999999999999997,-0.84,-0.17,-0.10999999999999999,-0.8999999999999999,0,1,-1,1.0,0.25,0.4490467568676125,1.0,0.0,0.4285714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70.0,155.0,72.0,46.0,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,70.0,170.0,74.0,58.0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,5,5,0,1.0,0.4687734248629029,0.5555555555555556,0.4,19.2,0.4,0.0,-15.0,-2.0,-12.0,0.31000000000000005,-0.06,1.2500000000000002,-0.08999999999999997,-0.10999999999999988,-0.62,0.15999999999999992,0.19999999999999996,-5,-5,0,-0.3571428571428571,0.002918872895991409,-0.10650879868794311,-0.11428571428571432,97.3,0.17142857142857137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69.0,185.0,75.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,200.0,75.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.4731491988522903,0.0,0.0,97.0,0.5714285714285714,-5.0,-15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1,0.6428571428571429,-0.001456901093395968,0.4490467568676125,0.2857142857142857,19.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71.0,225.0,78.0,59.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,73.0,230.0,78.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.4716922977588943,0.4490467568676125,1.0,16.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,-5.0,0.0,7.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,1,0,1,-0.6666666666666666,-0.001456901093395968,-0.005498697677842057,0.7142857142857143,-100.11111111111111,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
67.0,145.0,70.0,51.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,66.0,155.0,71.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.5046728971962616,1.0,2.0,314.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,1.0,-10.0,-1.0,-3.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,1,1,0,0.33333333333333337,0.03152369834397134,0.5454545454545454,1.7142857142857144,197.88888888888889,0.4285714285714286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.0,205.0,75.0,53.0,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,69.0,198.0,72.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.42857142857142855,0.6666666666666666,0.0,526.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,7.0,3.0,3.0,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,1,0,1,-0.6666666666666666,-0.04457777028086174,0.2121212121212121,-0.2857142857142857,409.8888888888889,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71.0,185.0,75.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,185.0,75.0,59.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.45652173913043476,0.45454545454545453,1.0,20.0,1.0,3.0,0.0,0.0,-6.0,-2.19,-0.33,-3.44,-0.32,-1.91,-0.71,-0.16,-2.3,-1,-1,0,-0.3571428571428571,0.015170558628459563,-0.005498697677842057,-0.7142857142857143,96.5,-0.4285714285714286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74.0,233.0,78.0,61.0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,73.0,241.0,78.0,51.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,2,1,1,0.5,0.24789915966386555,0.4490467568676125,0.5,0.0,1.0,2,2,0,1.0,0.6187192118226601,0.45454545454545453,0.0,0.0,0.5,1.0,-8.0,0.0,10.0,-0.09999999999999987,0.009999999999999953,0.0,0.06000000000000005,0.61,0.72,0.020000000000000018,0.0,0,-1,1,-0.5,-0.37082005215879454,-0.005498697677842057,0.5,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70.0,205.0,78.0,54.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,73.0,205.0,78.0,61.0,5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0,1,1,0,1.0,0.3469387755102041,1.0,0.0,0.0,0.0,1,1,0,1.0,0.5081967213114754,0.45454545454545453,0.0,0.0,1.0,-3.0,0.0,0.0,-7.0,-4.33,-0.06999999999999995,-0.94,-0.22000000000000008,2.0,0.56,0.3,0.8,0,0,0,0.0,-0.16125794580127134,0.5454545454545454,0.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
